Timestamp,CPUUtilization,NetworkIn_MB,NetworkOut_MB,DiskReadBytes_MB,DiskWriteBytes_MB,DiskReadOps,DiskWriteOps,StatusCheckFailed,EBSBurstBalance_MB,EBSVolumeReadBytes_MB,EBSVolumeWriteBytes_MB,EBSVolumeReadOps,EBSVolumeWriteOps,EBSVolumeTotalIOs,EBSConsumedReadOps,EBSConsumedWriteOps,EBSConsumedIOs,EBSConsumedReadBytes_MB,EBSConsumedWriteBytes_MB,MemoryUtilization,DiskQueueLength,Latency_ms,RunningProcesses,ActiveConnections
2/20/2025 19:40,84.66,9.68,33.3,40.26,43.4,564,684,0,16.19,38.14,30.55,465,395,860,471,460,931,36.04,32.85,66.27,1.69,71.96,122,57
2/20/2025 19:45,94.76,45.45,30.07,21.04,73.06,457,981,0,5.73,2.44,2.24,140,144,284,129,127,257,2.7,2.43,58.1,1.41,68.62,97,214
2/20/2025 19:50,100,38.66,20.9,57.58,43.41,816,637,0,0,34.9,42.88,494,627,1121,565,593,1159,28.88,47.27,65.59,3.75,97.99,147,197
2/20/2025 19:55,92.82,40.09,15.8,70.75,14.42,958,343,0,4.37,25.33,23.22,436,449,885,469,443,913,27.02,22.69,72.06,4.14,71.19,107,368
2/20/2025 20:00,71.57,18.07,10.55,9.51,29.55,248,356,0,14.98,12.39,14.43,348,339,687,403,327,731,11.18,17.08,47.55,0.55,65.15,90,91
2/20/2025 20:05,65.23,19.13,14.84,37.3,10.15,442,258,0,45.01,6,8.19,252,184,436,228,198,427,6.82,6.86,39.21,0.76,44.93,56,183
2/20/2025 20:10,69.55,27.44,21.41,43.19,10.6,667,348,0,42.54,28.68,22.36,416,349,765,357,319,677,27.66,18.96,52.54,3.43,56.91,56,245
2/20/2025 20:15,68.17,17.74,11.3,26.35,24.55,543,528,0,21.1,32.72,10.03,479,284,763,482,315,797,27.3,9.45,56.26,1.29,41.99,87,295
2/20/2025 20:20,63.49,22.68,11.23,29.66,22.37,397,418,0,48.22,6.69,27.14,277,487,764,283,415,698,7.81,31.1,51.82,2.74,43.08,56,208
2/20/2025 20:25,70.78,10.94,16.48,8.17,9.56,314,231,0,23.01,5.02,30.85,269,542,811,274,629,904,5.76,30.24,59.93,1.91,49.73,82,286
2/20/2025 20:30,70.41,27.1,8.11,35.4,15.18,457,279,0,37.88,32.74,23.46,466,347,813,470,282,753,28.68,23.56,53.12,1.27,70.17,69,111
2/20/2025 20:35,72.46,33.33,33.87,46.64,29.1,760,455,0,39.41,17.29,23.31,299,295,594,262,251,514,17.36,20.12,51,2.12,48.36,59,310
2/20/2025 20:40,71.75,27.96,20.01,49.13,26.65,731,437,0,27.39,30.17,28.18,502,464,966,453,379,832,31.38,23.48,58.68,1.99,74.16,72,46
2/20/2025 20:45,74.53,35.86,21.28,7.41,5.95,338,310,0,26.2,31.31,29.73,412,534,946,333,437,770,27.47,35.44,62.15,3.49,55.53,100,75
2/20/2025 20:50,70.32,12.65,17.98,20.39,49.65,350,592,0,24.19,12.53,19.08,239,395,634,242,337,580,11.63,17.45,43.59,0.63,60.79,99,83
2/20/2025 20:55,69.98,17.57,29.48,53.4,41.26,688,670,0,20.54,18.82,23.8,289,324,613,318,287,606,17.83,25.55,51.79,2.48,61.87,96,284
2/20/2025 21:00,68.87,19.77,30.93,35.53,23.15,484,325,0,40.06,32.8,15.12,457,375,832,434,447,882,37.64,17.55,51.79,0.7,62.73,73,168
2/20/2025 21:05,69.78,29.41,23.48,48.85,50.61,570,779,0,21.76,20.78,19.72,258,418,676,217,481,698,18.78,17.14,45.42,2.73,59.03,58,255
2/20/2025 21:10,65.54,9.96,31.26,11.4,26.18,370,512,0,29.82,30.14,15.18,552,368,920,456,368,824,33.07,17.42,56.9,0.43,64.12,83,303
2/20/2025 21:15,69.6,32.28,7.64,25.89,32.92,455,592,0,16.32,16.95,30.62,369,589,958,382,578,961,19.04,35.84,55.23,1.39,62.18,87,191
2/20/2025 21:20,68.51,33.12,14.35,34.21,20.46,609,373,0,25.09,16.14,26.97,240,448,688,248,385,634,18.26,31.57,51.4,2.48,54.36,91,121
2/20/2025 21:25,70.25,24.94,15.47,50.52,27.99,776,418,0,18.9,26.01,21.91,421,331,752,397,287,685,30.93,18.01,57.28,2.07,48.96,76,155
2/20/2025 21:30,69.59,22.83,23.56,29.02,26.17,348,315,0,39.63,34.15,5.06,514,280,794,444,279,723,29.52,4.59,42.5,1.83,52.76,62,183
2/20/2025 21:35,68.97,34.41,15.05,7.26,3.84,265,246,0,25.56,24.46,23.78,447,391,838,386,402,788,25.76,26.89,45.26,3.35,63.68,102,272
2/20/2025 21:40,67.72,8.79,11.01,14.77,17.6,238,437,0,35.65,6.26,25.07,273,530,803,235,460,696,6.53,21.62,57.82,3.08,40.52,78,330
2/20/2025 21:45,66.19,7.14,18.33,34.24,43.2,401,538,0,18.13,27.92,20.51,578,454,1032,542,398,940,26.04,21.04,44.88,1.8,49.99,86,37
2/20/2025 21:50,70.92,26.83,29.95,36.18,23.48,469,482,0,37.75,28.79,20.06,568,382,950,495,375,870,31.3,20.11,45.98,3.42,58.39,105,95
2/20/2025 21:55,69.95,21.72,31.33,24.36,15.15,419,285,0,23.95,7.54,22.17,142,339,481,166,310,476,7.41,18.85,52.07,2.25,63.45,97,213
2/20/2025 22:00,68.24,20.99,25.66,6.39,9.02,341,299,0,29.85,27.17,32.22,531,594,1125,543,636,1179,24.41,32.24,52.21,3.14,57.36,94,322
2/20/2025 22:05,69.97,11.99,20.94,26.64,30.16,404,485,0,17.07,17.79,13,261,257,518,260,229,490,15.76,11.41,56.05,3.18,76.55,98,143
2/20/2025 22:10,69.32,17.14,10.79,20.63,17.9,418,332,0,16.52,31.48,22.98,402,490,892,375,574,950,33.44,19.85,56.03,2.91,48.89,65,272
2/20/2025 22:15,68.38,26.33,18.29,16.2,44.98,279,740,0,18.96,25.63,11.08,445,320,765,443,305,749,21.52,12.35,46.99,1.91,61.97,72,65
2/20/2025 22:20,68.65,12.69,32.7,7.38,25.86,324,415,0,27.12,7.47,2.75,354,282,636,368,249,617,8.18,3.14,42.07,0.59,52.32,72,157
2/20/2025 22:25,73.16,15.9,29.42,50.16,53.2,737,640,0,23.99,25.99,33.53,443,414,857,458,393,852,24.49,32.77,44.17,0.55,47.97,80,74
2/20/2025 22:30,71.69,29.52,30.23,26.77,11.65,493,203,0,20.47,26.36,30.21,419,401,820,486,414,901,21.66,27.37,43.3,1.43,49.52,98,167
2/20/2025 22:35,71.49,20.49,16.44,47.18,30.7,634,586,0,26.79,5.75,7.56,186,221,407,165,254,419,5.73,8.22,48.06,1.53,85.23,94,137
2/20/2025 22:40,69.8,29.07,17.83,47.81,53.25,559,760,0,45.05,27.84,33.89,538,527,1065,597,535,1132,32.49,32.6,61.57,2.1,62.21,78,135
2/20/2025 22:45,74.55,24.18,35.27,35.1,17.48,608,275,0,22.11,1.32,18.59,68,316,384,81,285,367,1.46,14.91,65.13,2.59,59.53,91,68
2/20/2025 22:50,67.37,13.23,31.01,25.22,51.23,361,770,0,24.5,29.98,8.02,573,159,732,633,188,822,24.62,9.02,53.74,1.09,57.98,87,55
2/20/2025 22:55,69.48,25.47,8.09,28.25,45.78,570,645,0,24.97,20.29,0.71,457,279,736,523,241,765,24.09,0.7,51.82,1.88,58.87,101,145
2/20/2025 23:00,67.2,19.76,11.43,45.16,48.68,688,666,0,39.31,12.87,4.94,286,294,580,279,326,605,12.75,4.63,52.79,2.75,64.44,60,199
2/20/2025 23:05,69.65,19.12,14.9,39.82,32.75,692,601,0,16.29,28.95,2.95,372,191,563,428,183,612,34.05,3.51,49.34,2.03,41.43,99,161
2/20/2025 23:10,67.55,12.41,24.11,53.9,27.87,819,500,0,18.32,30.38,3.97,444,100,544,525,116,641,31.71,3.95,60.25,1.37,54.62,62,303
2/20/2025 23:15,68.45,33.95,9.19,5.97,16.94,253,450,0,19,23.04,32.14,294,408,702,271,405,676,19.68,31.89,50.33,2.42,51.52,66,251
2/20/2025 23:20,70.53,12.09,8.37,50.06,52.38,619,740,0,26.79,1.43,7.77,296,376,672,304,364,668,1.48,6.27,46.07,1.13,73.14,103,67
2/20/2025 23:25,70.66,34.75,26.17,21.21,22.65,477,320,0,25.39,15.34,17.98,225,350,575,197,415,612,14.76,15.45,48.86,2.56,55.6,74,249
2/20/2025 23:30,68.59,27.77,9.93,47.43,16.99,543,399,0,39.35,1.96,21.86,246,354,600,277,326,604,1.61,18.73,61.19,0.82,63.66,85,157
2/20/2025 23:35,68.24,16.41,24.21,33.96,25.51,576,339,0,42.04,32.04,22.4,422,467,889,427,541,969,35.8,22.79,60.28,3.28,59.45,56,61
2/20/2025 23:40,72.57,19.11,34.02,15.99,41.13,458,629,0,22.07,4.66,29.46,256,485,741,230,549,780,3.92,33.66,58.88,3.13,56.5,61,300
2/20/2025 23:45,67.09,30.76,16.28,12.16,49.45,374,693,0,25.73,2.46,28.44,173,364,537,152,417,569,2.87,33.1,56.75,2.18,61.6,92,194
2/20/2025 23:50,70.95,25.94,24.96,32.24,42.9,405,704,0,18.99,21.7,26.47,301,505,806,355,490,846,24.44,26.15,57.47,2.96,61.96,65,337
2/20/2025 23:55,67.75,14.26,17.76,50.95,32.61,654,477,0,24.26,13.25,15.05,326,303,629,347,292,640,11.78,15.6,42.62,0.73,46.01,91,78
2/21/2025 0:00,69.11,20.16,27.54,19.69,39.31,429,513,0,21.78,30.25,1.85,545,167,712,625,139,765,24.2,1.65,41.56,3.05,51.53,98,208
2/21/2025 0:05,66.89,24.7,27.86,25.66,48.88,375,662,0,27.35,30.53,27.37,533,386,919,591,462,1054,28.4,25.51,59.21,0.86,60.98,80,45
2/21/2025 0:10,69.94,16.29,31.63,31.13,44.49,514,557,0,24.36,23.67,4.81,523,164,687,443,194,638,26.96,4.09,54.82,2.74,41.85,92,147
2/21/2025 0:15,68.41,11.16,10.6,16.07,22.09,331,387,0,29.61,14.05,17.19,363,244,607,388,269,658,15.96,18.66,46.99,1.97,67.84,97,220
2/21/2025 0:20,65.91,28.46,27.7,29.02,46.78,499,533,0,25.42,10.94,11.93,306,198,504,262,160,423,10.56,14.3,54.08,2.11,49.57,54,298
2/21/2025 0:25,69.24,27.88,10.62,35.86,11.48,564,244,0,44.16,8.32,11.12,310,210,520,280,179,460,7.11,11.11,58.4,3.09,57.18,89,82
2/21/2025 0:30,70.71,30.89,15.33,23.42,15.07,532,225,0,28.01,31.61,16.88,488,404,892,476,426,902,32.21,18.97,53.58,1.51,69.07,94,219
2/21/2025 0:35,69.92,28.92,31.85,46.06,3.78,736,101,0,19.33,9.97,32.58,316,442,758,273,354,628,8.73,31.43,46.83,0.66,27.26,93,334
2/21/2025 0:40,67.29,26.06,9.42,20.49,21.09,329,315,0,42.43,17.91,12.63,292,176,468,299,178,477,15.92,14.05,48.83,0.82,62.91,68,182
2/21/2025 0:45,69.54,14.5,21.39,11.46,19.15,278,345,0,36.34,23.23,20.54,446,498,944,509,411,921,21.5,19.31,58.29,2.9,80.31,56,163
2/21/2025 0:50,68.55,28.72,17.6,46.12,9,591,166,0,45.01,8.36,6.57,154,239,393,125,215,340,8.93,7.41,59.44,2.59,76.47,75,64
2/21/2025 0:55,68.18,16.82,27.11,26.08,11.55,479,199,0,31.65,12.02,5.98,271,234,505,230,251,482,9.78,6.2,53.39,2.43,65.76,96,154
2/21/2025 1:00,68.81,30.9,31.77,32.75,13.47,526,423,0,29.33,15.26,20.18,205,485,690,232,462,695,15.88,16.2,53.81,1.05,62.23,96,49
2/21/2025 1:05,71.61,25.33,29.85,24.23,21.48,387,381,0,31.04,19.43,32.81,256,419,675,260,406,667,16.01,32.36,62.26,1,63.29,68,278
2/21/2025 1:10,67.54,16.89,28.09,41.24,16.23,661,390,0,33.25,20.83,2.94,437,288,725,352,280,633,20.49,2.59,50.27,1.74,65.25,77,200
2/21/2025 1:15,72.7,23.27,25.42,26.61,40.03,414,596,0,30.2,22.3,0.81,316,264,580,300,235,536,24.12,0.79,62.04,3.53,62.53,82,126
2/21/2025 1:20,73.02,12.55,16.73,26.4,36.91,532,523,0,29.45,33.9,12.67,395,231,626,450,199,650,28.61,15.16,57.4,3.43,44.64,73,340
2/21/2025 1:25,67.34,32.93,31.5,18.49,30.85,382,439,0,41.63,0.96,12.35,278,319,597,242,346,588,1.09,12.97,48.41,1.89,47.47,66,290
2/21/2025 1:30,68,10.87,26.4,46.77,8.05,660,291,0,35.21,16.34,19.79,261,416,677,266,471,738,13.57,18.53,43.68,0.48,45.95,60,231
2/21/2025 1:35,70.87,23.67,14.43,23.66,4.64,451,203,0,16.87,6.04,34.52,347,590,937,405,522,928,7.16,29.01,59.11,1.24,54.78,77,319
2/21/2025 1:40,74.46,33.15,8.37,32.74,31.44,420,523,0,21.91,27.83,20.61,522,348,870,449,371,821,26.12,17.29,59.3,3.28,59.18,75,363
2/21/2025 1:45,76.96,30,14.35,8.56,34.58,238,493,0,13.04,30.77,11.03,562,407,969,571,418,990,34.7,12.65,57.47,3.43,63.35,63,299
2/21/2025 1:50,70.99,12.85,30.4,22.6,45.83,401,577,0,34.78,1.56,2.76,267,202,469,251,178,430,1.32,3.1,59.82,0.57,62.83,86,266
2/21/2025 1:55,68.35,20.34,17.52,28.67,43.01,530,668,0,22.05,2.12,18.69,247,332,579,232,343,575,2.16,20.27,56.98,2.1,54.42,75,176
2/21/2025 2:00,70.26,15.45,18.56,26.71,33.97,449,537,0,23.66,16.24,9.2,213,310,523,197,322,520,17.99,10.31,61.4,2.41,54.07,92,79
2/21/2025 2:05,71.72,14.14,24.74,4.82,44.49,230,726,0,34.89,27.08,21.07,488,394,882,524,315,840,28.32,19.94,47.17,3.53,53.42,85,333
2/21/2025 2:10,72.1,16.74,18.54,16.51,37.38,457,498,0,27.16,35.91,1.91,417,109,526,419,116,535,40.53,2.01,54.37,3.18,54.07,65,352
2/21/2025 2:15,74.25,17.99,11.23,46.59,18.03,593,292,0,17.99,28.62,33.7,462,567,1029,472,507,980,23.93,39.37,47.1,1.08,60.41,67,250
2/21/2025 2:20,70.73,28.48,21.3,44.38,14.6,569,293,0,32.87,4.37,11.37,233,234,467,259,214,473,4.83,10.94,52.06,1.58,59.6,77,350
2/21/2025 2:25,73.53,12.84,13.96,37.69,27.6,469,348,0,14.62,25.5,17.49,370,234,604,304,231,535,22.33,15.86,55.76,3.14,59.27,67,67
2/21/2025 2:30,69.69,14.82,13.96,36.66,7.8,521,310,0,31.15,32.72,18.73,609,256,865,632,223,855,37.55,16.04,60.34,2.98,51.49,75,332
2/21/2025 2:35,70.7,17.27,25.78,38.39,40.83,487,519,0,23.14,24.36,29.84,400,439,839,430,401,832,24.15,29.43,45.29,1.21,57.99,84,207
2/21/2025 2:40,68.96,26.83,11.33,8.05,51.89,191,619,0,43.85,4.66,32.72,143,529,672,149,518,668,4.89,33.26,51.34,3.03,36.34,84,46
2/21/2025 2:45,70.51,13.13,25.15,42.02,32.54,686,550,0,39.64,28.9,29.62,426,520,946,485,607,1093,28.59,26.8,62.97,3.16,58.13,69,121
2/21/2025 2:50,68.18,18.37,8.86,50.53,3.95,791,166,0,23.1,6.92,25.72,123,425,548,101,343,444,7.29,26.39,55.35,2.46,54.75,65,80
2/21/2025 2:55,71.42,30.52,15.33,20.34,31.89,283,431,0,39.95,13.28,33.37,206,566,772,185,646,832,14.38,31.54,43.99,2.75,50.64,77,161
2/21/2025 3:00,71.17,11.39,9.14,12.61,9.54,336,250,0,14.55,5.27,22.24,117,427,544,118,503,622,4.41,18.26,62.53,2.33,48.16,57,289
2/21/2025 3:05,72.45,11.17,17.4,14.88,11.53,368,400,0,19.25,22.63,15.08,444,212,656,459,177,636,25.95,17.37,58.36,1.44,44.03,85,173
2/21/2025 3:10,69.33,15.24,30.8,44.1,26.61,583,434,0,16.78,11.21,15,180,361,541,158,385,544,11.9,17.3,54.35,3.26,68.64,91,319
2/21/2025 3:15,70.07,7.21,14.68,14.96,37.66,205,659,0,23.44,6.91,14.09,169,391,560,144,458,602,6.66,14.9,53.66,2.65,60.09,57,115
2/21/2025 3:20,71.32,32.26,33.94,23.16,52.23,462,618,0,29.08,10.52,23.17,195,344,539,213,308,521,11.43,19.8,59.35,0.47,64.26,90,278
2/21/2025 3:25,68.29,25.54,11.61,52.12,51.03,693,725,0,38.97,14.73,14.98,408,218,626,370,212,583,17.3,13.06,44.51,1.17,59.03,67,47
2/21/2025 3:30,69.21,11.16,24.23,31.95,43.6,387,667,0,43.05,13.9,27.19,367,484,851,427,474,901,13.96,23.58,59.01,0.77,37.34,90,266
2/21/2025 3:35,76.18,18.5,31.93,52.86,26.6,615,456,0,18.55,20.45,31.21,465,407,872,379,402,781,24.46,29.57,53.2,1.49,54.84,83,294
2/21/2025 3:40,68.27,16.5,20.48,29.82,19.1,419,434,0,34.02,11.81,28.21,245,416,661,261,464,726,10.15,25.69,43.08,0.49,55.29,72,320
2/21/2025 3:45,216.83,13.81,13.99,41.49,34.8,633,572,0,0,90.09,3.78,1003,182,1185,1184,215,1400,77.92,3.93,100,9.49,161.47,300,901
2/21/2025 3:50,67.4,24.56,9.38,37.17,52.82,525,628,0,44.02,10.11,15.14,215,362,577,218,321,539,10.03,17.2,56.92,1.32,44.66,98,281
2/21/2025 3:55,68.77,10.35,29.45,36.71,54.55,614,700,0,19.73,21.26,32.22,476,403,879,402,449,852,17.73,34.86,51.01,2.07,51.89,71,36
2/21/2025 4:00,72.16,35.95,26.06,38.86,56.19,599,846,0,21.37,18.32,20.81,382,303,685,327,254,581,21.33,21.31,56.71,1.85,37.8,66,329
2/21/2025 4:05,73.13,34.13,18.06,57.43,45.6,697,606,0,19.54,12.4,21.96,349,275,624,386,298,685,11.07,25.92,50.12,3.3,53.95,77,294
2/21/2025 4:10,68.64,25.95,33.5,23.96,54.15,437,595,0,38.44,14.68,2.08,313,252,565,310,225,536,16.83,1.99,56.12,2.4,42.82,62,57
2/21/2025 4:15,68.17,29.92,24.23,53,11.78,801,360,0,17.7,29.34,3.08,508,286,794,573,273,847,30.88,3.13,53.58,2.68,55.07,62,166
2/21/2025 4:20,65.35,15.05,25.5,49.98,46.04,549,584,0,44.62,24.02,25.83,538,342,880,550,331,881,26.73,26.78,49.09,1.23,61.16,90,89
2/21/2025 4:25,74.32,27.2,11.77,4.63,43.62,288,607,0,17.26,29.65,26.8,523,340,863,530,291,822,23.99,24.28,47.1,0.49,75.06,86,72
2/21/2025 4:30,70.46,22.7,7.57,46.68,45.73,521,753,0,16.41,20.32,2.51,499,297,796,529,241,770,23.92,2.6,53.4,1.44,51.71,81,277
2/21/2025 4:35,71.46,35.02,13.28,50.55,49.19,750,591,0,38.52,1.59,8.79,277,149,426,289,129,418,1.49,7.64,54.35,2.52,48.96,94,230
2/21/2025 4:40,74,15.34,16.79,22.42,52.62,316,803,0,17.76,36.15,26.1,596,489,1085,492,544,1037,37.69,27.47,46.36,0.67,68.36,85,291
2/21/2025 4:45,65.25,12.32,21.24,51.09,49.91,566,598,0,39.91,2.36,23.16,126,314,440,120,308,429,2.35,27.3,43.3,2.92,40.56,78,138
2/21/2025 4:50,74.58,34.09,33.39,13.47,32.01,387,568,0,30.2,17.33,32.27,466,469,935,537,446,983,19.07,30.03,60.14,3.51,53.48,60,357
2/21/2025 4:55,72.51,12,23.39,20.8,23.92,299,513,0,23.33,30.66,15.44,554,293,847,663,337,1000,31.89,18.02,62.46,0.67,51.08,86,82
2/21/2025 5:00,65.38,6.57,8.11,11.65,46.29,297,527,0,50.96,29.38,23.99,361,376,737,429,408,837,33.96,26.3,51,1.35,55.42,52,51
2/21/2025 5:05,68.42,20.41,7.16,32.44,32.29,503,451,0,25.17,30.68,29.26,501,487,988,566,403,970,33.27,33.88,58.64,3.24,35.8,89,180
2/21/2025 5:10,72.32,21.27,33.98,23.47,38.13,322,674,0,23.59,26.85,9.99,367,183,550,362,152,515,26.33,9.6,43.57,1,65.32,63,106
2/21/2025 5:15,71.45,31.3,19.74,48.16,18.09,561,442,0,29.47,33.68,31.24,499,409,908,399,478,877,34.98,30.42,47.05,1.73,44.49,89,38
2/21/2025 5:20,68.32,22.06,7.88,45.19,17.58,658,364,0,41.8,23.68,3.62,388,212,600,369,189,559,21.67,3.68,51.27,3.4,62.02,81,299
2/21/2025 5:25,69.78,34.16,20.87,6.26,8.83,179,174,0,25.03,12.73,5.84,244,299,543,202,280,483,14.11,6.42,54.66,1.26,56.2,72,106
2/21/2025 5:30,64.86,19.99,25.6,34.94,46.85,446,754,0,48.7,20.84,29.06,278,340,618,256,289,545,18.1,28.84,40.39,2.12,44.51,81,254
2/21/2025 5:35,69.52,31.5,23.83,11.32,33.41,374,497,0,19.94,0.9,26.37,62,443,505,69,529,598,0.84,28.04,55.16,0.94,71.23,90,100
2/21/2025 5:40,66.13,11.76,26.99,37.71,49.79,670,570,0,17.08,14.29,24.45,215,330,545,205,388,594,16.07,24.6,48.88,2.57,47.49,63,260
2/21/2025 5:45,68.17,25.53,13.42,24.29,46.59,317,690,0,44.94,11.73,11.04,167,231,398,148,269,418,11.92,10.52,60.17,3.3,61.43,77,112
2/21/2025 5:50,65.52,23.22,21.54,37.03,32.68,653,439,0,41.71,23.72,0.98,343,190,533,322,154,476,22.3,1.1,49.89,2.27,50.3,78,243
2/21/2025 5:55,70.96,13.25,19.47,17.69,15.66,252,317,0,40.2,19.32,0.9,306,271,577,355,220,575,15.73,1.06,45.66,3.02,57.31,98,248
2/21/2025 6:00,68.42,13.71,32.03,46.35,19.56,515,256,0,35.09,5.41,23.48,158,392,550,127,398,525,6.26,26.51,56.87,2.51,56.73,66,103
2/21/2025 6:05,72.6,22.04,23.64,10.58,22.9,333,326,0,25.26,8.31,32.29,213,572,785,238,680,919,8.31,26.2,61.92,2.84,68.05,93,267
2/21/2025 6:10,70.59,18.35,19.2,18.86,25.45,307,533,0,17.62,23.52,17.99,378,321,699,405,344,749,23.2,20.47,59.52,0.63,70.45,75,322
2/21/2025 6:15,69.11,21.04,9.16,9.18,20.59,290,320,0,24.48,34.37,22.97,467,406,873,423,364,788,30.11,21.36,58.94,0.5,51.11,61,160
2/21/2025 6:20,68.09,23.99,22.16,40.05,53.77,506,706,0,39.01,9.13,2.09,155,94,249,161,108,269,8.26,2.06,52.04,2.63,73.73,79,103
2/21/2025 6:25,70.54,30.01,21.89,31.66,4.67,506,235,0,32.19,9.34,6.2,197,131,328,158,127,286,10.85,5,46.78,1.87,70.03,59,213
2/21/2025 6:30,71.3,28.74,27.34,30.24,34.3,404,572,0,41.54,15.88,6,316,237,553,310,246,557,17.76,6.78,43.75,0.88,77.13,65,229
2/21/2025 6:35,68.17,10.38,23.17,28.2,27.06,481,377,0,20.63,27.75,12.69,515,188,703,461,213,674,32.97,12.51,55.26,1.39,54.7,90,63
2/21/2025 6:40,71.26,9.96,23.44,31.34,50.61,540,606,0,41.02,3.95,8.36,181,304,485,210,358,568,3.48,7.58,55.87,1.37,40.65,84,288
2/21/2025 6:45,70.01,14.12,9.13,25.59,29.89,382,503,0,30.49,29.44,18.37,478,480,958,488,408,897,25.64,15.7,50.82,1.71,67.56,70,125
2/21/2025 6:50,74.16,32.15,33.66,42.33,44.34,714,600,0,37.07,28.59,30.47,406,466,872,379,412,792,25.95,27.92,57.15,2.42,71.54,107,95
2/21/2025 6:55,68.82,27.7,9.14,38.75,20.51,553,392,0,24.3,14.08,2.44,204,287,491,229,273,502,14.79,2.76,48.18,1.36,62.49,74,195
2/21/2025 7:00,73.95,29.47,23.07,5.62,27.57,332,565,0,27.35,29.47,19.58,581,490,1071,524,436,960,24.66,20.62,50.96,0.51,57.31,92,125
2/21/2025 7:05,64.65,11.67,10.48,12.51,38.56,252,554,0,50.97,3.22,10.2,328,328,656,364,271,636,2.75,8.41,44.36,2.12,50.27,64,185
2/21/2025 7:10,71.88,11.61,20.87,53,16.61,722,292,0,32.49,25.36,3.14,456,176,632,396,175,572,23.39,2.91,64.64,3,56.82,92,80
2/21/2025 7:15,67.34,27.5,13.77,35.59,50.29,573,592,0,29.49,13.85,32.16,254,491,745,287,472,760,15.38,26.44,58.87,0.43,53.02,59,252
2/21/2025 7:20,71.18,25.82,16.35,47.92,22.1,706,462,0,29.75,32.02,21.93,375,492,867,379,563,942,38.17,20.3,51.25,0.38,69.78,87,184
2/21/2025 7:25,69.69,19.84,27.53,38.01,34.91,496,563,0,18.79,24.66,11.69,428,298,726,469,318,788,22.22,12.43,46.21,1.26,37.85,96,264
2/21/2025 7:30,68.41,13.99,29.91,9.49,23.27,344,462,0,29.06,24.95,14.39,309,378,687,315,374,690,28.08,14.44,50.82,2.35,67.89,100,128
2/21/2025 7:35,61.38,15.76,22.93,14.1,14.68,325,277,0,32.05,18.44,24,482,426,908,523,494,1018,19.25,28.43,47.07,2.47,48.72,91,55
2/21/2025 7:40,70.29,12.89,24.46,33,18.83,383,374,0,39.5,11.31,24.43,256,378,634,269,401,671,12.72,29.27,42.41,1.22,48.02,96,236
2/21/2025 7:45,69.87,24.06,28.4,42.48,40.94,588,637,0,42.83,21.94,21.44,279,433,712,238,358,597,23.51,23.19,45.48,1.48,47.85,56,244
2/21/2025 7:50,71.22,17.82,34.53,7.2,46.04,208,570,0,23.11,13.86,26.53,191,491,682,185,578,764,15.56,29.06,56.02,1.46,51.24,62,311
2/21/2025 7:55,65.64,23.96,7.81,34.37,50,510,791,0,45.9,25.62,31.4,378,493,871,429,404,833,30.26,34.46,47.85,1.29,48.77,56,252
2/21/2025 8:00,90.65,15.58,23.73,44.37,62.75,660,741,0,10.67,34.92,20.06,583,307,890,519,258,778,33.07,16.86,73.83,2.97,72.18,117,91
2/21/2025 8:05,88.81,25.47,13.5,5.11,33.42,161,549,0,15.74,33.02,11.84,606,394,1000,518,440,958,34.77,11.47,69.6,4.17,68.75,79,61
2/21/2025 8:10,86.09,21.11,37.05,4.83,52.46,322,631,0,16.25,23.74,29.84,510,477,987,482,538,1021,23.92,26.71,62.52,2.11,54.32,115,76
2/21/2025 8:15,91.56,41.45,35.3,4.83,55.5,151,748,0,11.06,39.88,23.11,638,296,934,663,305,969,39.01,24.4,72.32,1.44,79.38,86,137
2/21/2025 8:20,87.54,32.08,24.03,13.52,31.26,225,484,0,9.55,9.05,39.08,335,469,804,349,512,862,8.18,45.63,55.49,0.64,70.32,89,136
2/21/2025 8:25,93.23,12.48,45.87,64.25,38.33,718,489,0,3.99,36.5,46.04,570,588,1158,659,540,1199,39.12,49,65.75,2.37,71.49,91,191
2/21/2025 8:30,86.56,23.27,28.81,16.22,43.34,378,541,0,17.98,27.72,35.72,372,539,911,302,449,751,23.43,39.9,60.99,2.01,82.41,105,264
2/21/2025 8:35,84.67,16.33,10.29,43.82,48.96,494,736,0,16.74,33.27,39.99,532,588,1120,516,499,1016,33.7,45.56,74.51,4.08,72.11,76,181
2/21/2025 8:40,84.81,26.46,17.88,36.17,45.87,526,654,0,16.84,5.09,1.01,232,88,320,263,77,341,4.93,1.12,55.61,3.52,73.37,90,137
2/21/2025 8:45,94.46,32.27,14.3,14.9,20.75,445,301,0,5.11,6.04,40.27,200,646,846,193,582,775,5.86,43.66,57.1,0.66,82.48,121,287
2/21/2025 8:50,90.08,22.4,43.21,41.04,9.7,516,165,0,8.16,14.4,37.83,283,585,868,262,667,930,15.12,33.03,68.26,1.85,100.14,119,218
2/21/2025 8:55,91.13,38.01,33.33,44.9,19.56,727,303,0,7.02,23.6,38.94,397,629,1026,349,650,999,27.05,34.13,81.45,0.88,77.87,101,275
2/21/2025 9:00,91.04,18.5,27.8,62.09,56.53,752,654,0,5.09,25.57,36.97,537,552,1089,440,554,994,25.39,38.58,59.23,2.76,72.91,106,288
